0.1	2e-05
0.2	0.00011
0.3	0.00042
0.4	0.00091
0.5	0.00192
0.6	0.00318
0.7	0.00394
0.8	0.00529
0.9	0.00653
1	0.00766
1.1	0.00936
1.2	0.01099
1.3	0.01316
1.4	0.01355
1.5	0.01465
1.6	0.01659
1.7	0.01807
1.8	0.01856
1.9	0.0201
2	0.02072
2.1	0.02096
2.2	0.02277
2.3	0.02231
2.4	0.02179
2.5	0.02314
2.6	0.02335
2.7	0.02364
2.8	0.02358
2.9	0.02365
3	0.02277
3.1	0.02293
3.2	0.02296
3.3	0.02215
3.4	0.02165
3.5	0.02226
3.6	0.022
3.7	0.0208
3.8	0.0197
3.9	0.01908
4	0.01877
4.1	0.01806
4.2	0.01801
4.3	0.01733
4.4	0.01596
4.5	0.01595
4.6	0.01464
4.7	0.01427
4.8	0.01438
4.9	0.01353
5	0.01258
5.1	0.01241
5.2	0.01214
5.3	0.01119
5.4	0.01072
5.5	0.01005
5.6	0.00958
5.7	0.00874
5.8	0.00906
5.9	0.0078
6	0.00789
6.1	0.0069
6.2	0.00671
6.3	0.00707
6.4	0.00647
6.5	0.00573
6.6	0.00558
6.7	0.00527
6.8	0.0051
6.9	0.00399
7	0.00415
7.1	0.00406
7.2	0.00381
7.3	0.00365
7.4	0.00336
7.5	0.00301
7.6	0.00298
7.7	0.00263
7.8	0.00248
7.9	0.00262
8	0.00216
8.1	0.00208
8.2	0.00179
8.3	0.00189
8.4	0.00199
8.5	0.00171
8.6	0.0015
8.7	0.0016
8.8	0.00118
8.9	0.00147
9	0.00135
9.1	0.00116
9.2	0.00104
9.3	0.00104
9.4	0.00079
9.5	0.0008
9.6	0.0006
9.7	0.00073
9.8	0.00064
9.9	0.00061
10	0.00059
10.1	0.00053
10.2	0.00041
10.3	0.00045
10.4	0.00041
10.5	0.00045
10.6	0.00039
10.7	0.00041
10.8	0.00044
10.9	0.00035
11	0.0003
11.1	0.00032
11.2	0.00022
11.3	0.00013
11.4	0.00018
11.5	0.00019
11.6	9e-05
11.7	0.00027
11.8	0.00013
11.9	0.00017
12	0.00012
12.1	5e-05
12.2	0.00012
12.3	9e-05
12.4	0.0001
12.5	7e-05
12.6	5e-05
12.7	6e-05
12.8	8e-05
12.9	0.00012
13	8e-05
13.1	5e-05
13.2	4e-05
13.3	7e-05
13.4	2e-05
13.5	3e-05
13.6	1e-05
13.7	2e-05
13.8	3e-05
13.9	2e-05
14	5e-05
14.1	6e-05
14.2	1e-05
14.3	1e-05
14.4	2e-05
14.5	2e-05
14.6	1e-05
14.7	1e-05
14.8	0
14.9	0
15	1e-05
15.1	3e-05
15.2	0
15.3	3e-05
15.4	1e-05
15.5	1e-05
15.6	1e-05
15.7	0
15.8	1e-05
15.9	0
16	0
16.1	0
16.2	2e-05
16.3	0
16.4	0
16.5	0
16.6	0
16.7	0
16.8	0
16.9	0
17	0
17.1	1e-05
17.2	1e-05
17.3	1e-05
17.4	0
17.5	1e-05
17.6	0
17.7	0
17.8	0
17.9	0
18	0
